title,content,comment
뉴비인데요 아브렐슈드 6관떄 문양할때 궁굼한게 있습니다.,문양 보고 나서 안터지는곳 확인하고 예를들어 교 0 9 9  하잖아여이렇게 적는 이유가 뭐에요? 저거 확인한다음에 저걸로 다음 패턴떄 뭐하는게 있나요?,"그다음아브렐슈드가문양8개(죽었으면그거보다더적겠지만)중에하나를랜덤으로보여주고,그문양이터졌던순서대로다시터집니다.그래서채팅친거보고따라가야해요., 다같이뛰어가야함"
뉴비 캐릭선택 조언좀ㅜㅠ,"어떤캐릭이 맞는지 잘몰라서 3주년 무기멋있어서 블래스터 1445까지 강화만 눌렀어요무자본이라 천천히 오레하버스기사, 아르고스트라이, 발탄노말트라이 정도 목표로 장기주차 할건데1445정도렙에서 위의 컨텐츠에서 블래스터가 쓸만한가요??머가좋은지몰라서 홀리랑 워로드도 1415찍었는데블래키울지 홀리나 워로드 1445 찍을지 고민되네용..셋다 재미는있어용성능하고 세팅비면에서 블래괜찮나용??(당분간 1445위로 렙어 할생각없어용 )","블래스터가막좋은캐릭은아니지만초보자가하기에쉴드있어서나쁘지않습니다., 지금인식은안좋은편이긴한데강선이형이고쳐준다고말한거나다름없어서..좋아질것도감안하면낫밷"
안녕하세요 뉴비입니다!,"할만한겜이 없을까 하다가 유튜브로 로아 선행소식보고 첨 접해서 시작해볼까하는 뉴비입니다.노트북을 하나 살 계획인데 우선 봐둔 제품은인텔i7-10세대, 16기가램, RTX3050TI 정도입니다.로아하는데 노트북은 많이 별로 인걸까요?그리고 신규 초짜 뉴비에게 직업추천이랑 꼭 해야할 과금도 알려주시면 감사하겠습니다 ㅠㅠ","삭제된 코멘트입니다., 왔다갔다할일이많아서..ㅠㅠ데탑처럼세워놓고해도로아하는데문제가있을까요ㅠㅠ"
뉴비 템렙 1310 질문드립니당..,여러 가이드글을 찾아봤지만대부분 1302에서 1325까지는 받은 장비를 6강까지 하면 된다고해서 강화를 눌렀지만3->4강갈때부터는 하급오레하융화재료가 들더라구요이 재료는 어디서 수급하면되나요??그리고 아직 갈수있는곳이 머가있는지 잘 몰라서 일단 카오스던전만 돌고있는데매일매일 해야하는 숙제루틴이라던가 그런게 따로 있나용?,"하급오레하는생활을통한제작으로만들수있지만귀찮고경매장에서구매하는거랑별차이도안나서구매를합니다.하이퍼익스프레스적용하시면중간중간재련재료들을많이지원해줍니다., 1.하급오레하융화재료는제작하거나누군가제작한걸거래소에서구매해야합니다.하지만일반적으로제작비용이더들고귀찮기때문에영지를빠르게키우실생각이아니라면간편하게거래소에서골드로구매하는것이좋습니다.2.재련하는데에는명예의파편,파괴석결정,수호석결정,명예의돌파석등의재련재료가필요합니다.이를얻기위해매일카오스던전2회가디언토벌2회에포나의뢰3회를수행해주시면좋습니다.정해진횟수이후로는보상을얻을수없으니223회만진행.카오스던전:명예의파편(귀속),파괴석결정,수호석결정,명예의돌파석(귀속)파밍가디언토벌:파괴석결정,수호석결정,명예의돌파석파밍에포나의뢰:명예의파편(귀속)과명예의돌파석중택1/에포나의뢰는수십가지가있는데이중하루에3개선택해서수행하실수있습니다.파편과돌파석을주는의뢰중원하시는보상을주는의뢰를골라수행해주시면됩니다., 매일해야할껀프로키온나침반눌러서있는필보유령선카게모험섬일일에포나카오스던전가디언토벌그밖에비탄의섬정도하급오레하는경매장가서사거나생활해서만들면됨, 하급오레화융화재료는영지에서생산하는데초반에재료나연구나효과같은걸못보면본전치기밖에안될확률이높아서경매장에서구매하거나이벤트로뿌리는거사용하세요숙제가이드는유튜브죠니월드참고하시면될거같고기본적으로에포나3/카던2/가토2(버스탈거면휴게쌓고꼭타야함아니면손해)여기에주간퀘스트나카던돌고나온보스러쉬나큐브정도"
뉴비 장비관련 질문,하익유전데 원래 1325장비부터 강화할때 골드들고 깨질확률도 있나요?,"깨지는거없음, 장비7강하다가깨졌는데무슨일이져그럼?, 로아강화실패해도강화단계하락이나장비파괴같은거없음그냥인벤에놓고강화하다가분해할때같이갈아버리는거아니면없을리가없음"
니아호감도스킵하려는 뉴비인데,ㅁ우호1이 아니고 관심1에서 유물3개먹여서 이렇게됬는데혹시 아직스킵가능하다면 어떻 호감도를 몇개먹어야 될까요??뉴비에게 별하나 얻을수있게 도와주세요,"이미망한듯, 호감도최대치+300안쪽으로유물or전설호감도한번에줘서뚫는건데니아우호2,3단계호감도가22,000에남은호감도더하면22,449유물은1만단위라안되고전설은11개먹이면449부족,12개먹이면24,000이라+300제한초과성향작열심히하는법밖에없습니다.화이팅, 자세한답변감사합니다"
갓 1490찍은 뉴비 몽환의 뿔....,"안녕하세요, 몽환의 뿔을 49개 가진 1490입니다!!제가 무기는 어찌어찌해서 22강을 가지고, 방어구는 전부 20강입니다.나팔은 현재 3셋입니다!무기 22강이면, 방어구부터 계승하는게 나을까요?? 만약에 그런다면 나팔적용된것부터 해야될까요, 안된것부터 해야될까요?ㅠㅠ순서를 어떻게 해야될지 모르겠습니다 ㅠㅠ 도와주세요!!","나팔유무상관없이장갑부터계승하셔서1500찍는걸우선으로하세요.1500찍으셨으면다음주부터아브1~4돌고나면뿔28개씩줍니다.28×9=252니까장갑제작하고남은뿔9개+252개(9주1~4클리어시)=261로장갑계승하시고다음주부터1~4관클리어9주(더보기풀참)하시면아브장비풀셋, 어떤분은장갑다음에무조건무기계승하라고하시던데,22강이어도장갑다음에무기해야될까요?ㅠㅠ답변너무감사합니당, 장갑다음무기가좋은이유는렙뻥해서56관갈꺼아니면(물론무기렙때문에안받아줄확률이높음)계승후에강화를통해공격력올리는것이좋기때문.그냥유물21강-&gt;22강~는강화효율이안나온다고들하죠.그래서무기재료부터모아서계승하는거.쿠크나아브숙제를위해빡숙공팟같은곳들어갈때대체로계승무기몇강컷같은게있음.보통노계승무기는거른다고보면됩니다.계승무기렙이높으면높을수록환영함.방어구는대체로안보는데빡숙팟이니짤패턴도잘피한다는걸전제로깔고가서그래요.저도추천은장갑무기순으로계승하는거추천, 좀더덧붙여서,선생님이레이드를빡숙!원트원클!이런걸선호하시면무기부터하는걸추천선생님이원트원클신경안쓰고클경~반숙팟가서천천히깨도된다,하면패턴기믹많이봐야하니까체방올리는방어구계승하셔도괜찮음.처음엔많이맞으셔야하기때문에체력에투자하는거도좋음.어찌됐건본인선택이니까요.방어구두어개올리고무기가셔도괜춘, 무기부터하는게좋긴한데100개나모아야해서몇주나걸려요되도록이면아브34까지가는게좋은데숙련이되도아브0셋이면거르는사람도있어요또방어구를만들면렙뻥도돼서34를금방갈수있구요아브초반이야무기부터해도괜찮았는데지금은딜러가많아져서방어구부터하시는걸추천드려요, 감사합니다!!이미무기를22강해서효율성을더따져보고싶어서요ㅎㅎ, 선택은본인몫이라서어떻게하라는얘기는못하겠지만,1.무기를먼저계승하려면최소2주(방어구2강후1500만들어서아브1-4가는조건)는걸려야뿔100개가넘어서그때이후로가능.#무기22강,방어구전부20강이면1495이기때문에방어구2강을하면1500달성2.방어구계승시계승한방어구1강후1500달성하고뿔작업(아브1-4관)아브장비계승메리트가'장비계승시아이템레벨및재련확률상승'이큰데무기를계승할경우2주간이런메리트는없습니다.어쨋든아브1-4관문까지갈수있도록1500까진강화하시길추천합니다.1)방어구를먼저계승할경우강화가더수월해진다는장점(재련확률이높아지기때문).2)무기를계승할경우2주간(1500기준)기존유물장비로진행.3)기존유물장비재련단계가높을수록장비계승시아이템레벨상승이점이낮아짐.20강-&gt;20렙상승,21강-&gt;15렙,22강-&gt;10렙,23강-&gt;5렙,24강-&gt;10렙,25강-&gt;5렙20강에서계승시아이템레벨상승이가능큼(20레벨).개인적인결론,빠르게아이템레벨을올려서아브56관까지가겠다-&gt;방어구계승무기를먼저계승하면서좀더천천히(최소2주정도)가겠다-&gt;무기계승@다만,글쓴이가기존유물장비더강화해서아브5-6관까지가겠다면,무기계승먼저하셔도될것같습니다., 선생님자세한답변정말감사합니다!효율성측면에서(20강에서계승)방어구계승이더나아보이지만,제가바빠서두달안에56관까지도전은못할것같은데,34관까지만간다는전제하라면무기계승이더유리한것인지궁금합니다...그리고선생님께서말씀하시는방어구계승트리가무기를맨마지막에계승하는것을말씀하시는지,흔히들말하는장갑-무기테크를말씀하시는지도궁금합니다!!, 선생님들전부너무감사합니다...미천한저에게이런친절을ㅠㅠ"
뉴비버서커 각인질문,돌을 예둔돌대95깍고 전각 달저저받읽었는데333321에 2는 돌대 1을 광기를 갈지33333에 원예저달광을갈지 고민되네요ㅠㅠ뭐가좋을까요??,33333이좋죠직각악세가비싸서광기전각은사셔야할듯333331&gt;고대악세에서직각악세가너무비싸니까광기1나머지33333으로조금싸게가는거에요
뉴비 버서커 창술 둘중에,150정도만 우선 지르고 시작하려는데 어떤거추천하시나요? 나이는 30대 아재 입니다,"그럼버섴하세요분명만족하실겁니다, 창술추천둘다좋은캐이긴함"
뉴비 리퍼 이정도면 쿠크 가능?,템 강화는 다음에 하고 악세랑 보석 이런거만 봤을때 이정도면 쿠크 가능?,"가능, 보석7렙으로올리셔야취업이무난하실텐데요..근데또리퍼가인식이좋지않아서.., 급습3개만?아니면다요?, 스펙은괜찮은데리퍼라서...방어구올20하고가시면편하긴한데올19만해놓고ㄱㄱ, 33333은잘하셨는데,리퍼인식이지금많이안좋아요.그래서위에말씀하신것처럼방어구및보석업글이필요할것같습니다.아니라면공대장을잡는방법도있어요., 스펙상문제없지만리퍼라는이유로보석좀더7레벨만들면되겠어요, 취업하실려면보석올리시고클리어가중요하시다면그돈으로방어구더올려서1480+하신다음공대장잡으시죠, 무기는왠만하면더올리지마시길바랍니다장기너무쌓인상태로물리면계승할때장기랑성장명파,실링다날립니다"
"뉴비 스익, 점핑, 하익 적용 여쭤봐요","안녕하세요.현재 2일차 뉴비 입니다.스익, 점핑2(도화기 출시기념 +1), 하익 이렇게 이벤트로 주는것으로 알아요.서포터를 좋아해서 바드를 메인으로 키우려고 합니다.현재 스카가 뉴비에 좋다고 해서 스카에 스익 적용해서 스토리 초반부 진행중인데요. 바드는 점핑 하나 적용만 하고 들어만갔어요.게시판 찾아보니 스키가 스토리 미는데 좋지 않다고해서, 계정을 새로 만들어서 다시 시작하려는데요.메인을 바드로 갈거니, 코스튬 공통으로 가능한 소서리스나, 스토리 편리함과 첫캐릭 내실용으로 노멀한 워로드로 가려합니다.질문1,새로 계정파서 한다면, 캐릭 바드랑 소서 만들어서 소서에 스익 먹이고 바드에 점핑 먹인후 뭐부터 키워야할까요. 스킬포인트가 공유된다고 어디서 봐서.. 바드로 기본 퀘만해서 1302 까지 만들고 소서로 덥속해서 스토리 밀어서 1302 만들면 될까요?.질문2, 스익한 캐릭으로 몇까지 키우고 본캐릭인 바드로 넘어가는게 좋을까요?..너무 모르는것이 많아 두서없이 질문드리는데요. 고견 부탁드립니다^^;","점핑권같은건명의당제한으로알고있는데본인명의의계정이라면그냥스카쭉하시다가서폿은점핑으로키우시는게...좋습니다.., 1.바드1302찍어서카오스던전들어갈수있을만큼.그후소서추천2.땡기는만큼.나중에배럭으로써도됨현재계정명의랑새로만들계정명의가같으면점핑권못받습니다.참고하세요, 점핑은주민번호제한이라생각하시면되요그래서다시받을수가없음스익하익은계정당이라계정만만들면가능, 첫쿠폰받은계정은네이버,새롭게판계정은구글새롭게판계정에쿠폰받아적용하려하니아직캐릭터미생성이라는말만나오는데,가능한게아닌가싶기도하구요.."
